Open,Close,High,Low,Volume,VWAP,Timestamp,Transactions,OTC
111738.7,111685.92,111820.37,111670,34.95102023999997,111745.3811,2025-05-22T00:00:00,949,
111689.76,111772.15,111800,111617.58,10.640633869999995,111681.9391,2025-05-22T00:01:00,843,
111759.53,111575.54,111759.53,111532.8,15.153092939999993,111598.2455,2025-05-22T00:02:00,918,
111575.54,111574.41,111585.08,111508.02,8.329446059999992,111552.7407,2025-05-22T00:03:00,657,
111567.71,111528.72,111624.1,111500,9.922251840000001,111556.5807,2025-05-22T00:04:00,668,
111527.82,111499.81,111609.84,111426.5,20.91365149999998,111492.3273,2025-05-22T00:05:00,963,
111499.81,111544.11,111610.08,111469.62,10.278343089999996,111532.4043,2025-05-22T00:06:00,779,
111549.94,111490,111613.64,111430,49.66115696000009,111499.8739,2025-05-22T00:07:00,625,
111490.01,111490.59,111536.53,111399.01,10.864125440000006,111452.9868,2025-05-22T00:08:00,710,
111420,111533.54,111546.3,111420,4.985404190000002,111504.3556,2025-05-22T00:09:00,639,
111499.9,111501.34,111596.09,111450,9.70048394999999,111540.2833,2025-05-22T00:10:00,650,
111492.53,111448.87,111509.79,111350,8.014012190000003,111424.5367,2025-05-22T00:11:00,665,
111410,111471.95,111481.19,111342.95,17.46020936000001,111395.2558,2025-05-22T00:12:00,656,
111456.87,111374.5,111462.61,111358.6,3.16865024,111423.423,2025-05-22T00:13:00,459,
111422.87,111416.79,111449.99,111340,6.053352090000001,111409.4678,2025-05-22T00:14:00,512,
111421.16,111350.01,111478.83,111340,8.546461569999975,111409.1805,2025-05-22T00:15:00,707,
111350.01,111319.15,111370.1,111280,11.117051920000012,111335.1553,2025-05-22T00:16:00,620,
111319.48,111323.7,111328.34,111231.2,9.95001907999999,111295.1612,2025-05-22T00:17:00,756,
111324.84,111301.96,111343.03,111289.9,8.421612620000005,111318.7318,2025-05-22T00:18:00,630,
111304.95,111432.98,111435.48,111253.22,5.738162210000001,111301.675,2025-05-22T00:19:00,541,
111432.98,111451.14,111518.72,111339.7,7.168541850000001,111439.094,2025-05-22T00:20:00,668,
111449.79,111326.27,111449.79,111263.22,12.672747130000015,111328.0108,2025-05-22T00:21:00,640,
111326.28,111406.65,111448.77,111301,4.221598590000003,111394.9051,2025-05-22T00:22:00,563,
111399.28,111328.08,111407.27,111307,5.232016889999994,111347.9751,2025-05-22T00:23:00,522,
111328.08,111274.65,111356.63,111250,25.166684040000003,111315.3601,2025-05-22T00:24:00,499,
111274.66,111326.39,111342.8,111274.66,6.931884250000001,111313.9491,2025-05-22T00:25:00,416,
111326.4,111315.09,111339.34,111304.2,4.0593993200000025,111322.6502,2025-05-22T00:26:00,483,
111318.39,111282.25,111318.43,111229.8,42.62132020999992,111252.6705,2025-05-22T00:27:00,604,
111277,111323.93,111342.86,111242.8,19.747937689999993,111278.034,2025-05-22T00:28:00,535,
111250,111501.97,111514.74,111249.9,9.930894250000001,111347.6723,2025-05-22T00:29:00,535,
111489.99,111543.9,111599,111453.8,6.265263870000001,111534.2753,2025-05-22T00:30:00,640,
111544.15,111392.67,111550.41,111300,15.606751249999986,111437.2558,2025-05-22T00:31:00,808,
111400.19,111416.51,111422.2,111311.5,3.2552593199999946,111378.1781,2025-05-22T00:32:00,493,
111416.67,111435.03,111516.79,111342.7,5.453044599999992,111410.7936,2025-05-22T00:33:00,502,
111435.02,111395,111447.92,111394.9,3.2754157500000045,111419.3251,2025-05-22T00:34:00,404,
111421.59,111509.13,111514.9,111394.9,4.280889309999999,111433.1129,2025-05-22T00:35:00,450,
111508.89,111489.03,111516.07,111444.5,5.913595679999996,111475.6286,2025-05-22T00:36:00,509,
111481.18,111461.59,111511.31,111444.4,2.3556699399999994,111485.0874,2025-05-22T00:37:00,410,
111461.54,111459.74,111517.9,111456.4,3.9215234600000004,111494.278,2025-05-22T00:38:00,516,
111459.69,111481.97,111494.99,111440,7.309854519999995,111470.8025,2025-05-22T00:39:00,462,
111479.44,111544.63,111587.16,111450,4.12290037,111491.8797,2025-05-22T00:40:00,396,
111537.12,111541.33,111599,111500,9.216933709999992,111572.8356,2025-05-22T00:41:00,452,
111541.33,111590.78,111605.76,111510.6,6.9585265699999965,111560.8315,2025-05-22T00:42:00,441,
111590.77,111646.68,111697.17,111529.1,21.013683869999987,111591.374,2025-05-22T00:43:00,535,
111597.2,111728.36,111728.4,111597.2,9.434929599999991,111665.2914,2025-05-22T00:44:00,504,
111728.35,111626.91,111728.38,111569.1,4.958465400000005,111651.6839,2025-05-22T00:45:00,456,
111626,111617.78,111665.35,111594.4,3.3192961199999997,111618.0799,2025-05-22T00:46:00,394,
111611.53,111699.52,111716.47,111590,5.8361726700000025,111664.3832,2025-05-22T00:47:00,438,
