           Open      Close       High        Low      Volume         VWAP           Timestamp  Transactions  OTC  hour  minute  dayofweek  Close_lag_1  Volume_lag_1   VWAP_lag_1  Close_lag_2  Volume_lag_2   VWAP_lag_2  Close_lag_3  Volume_lag_3   VWAP_lag_3  Close_lag_4  Volume_lag_4   VWAP_lag_4  Close_lag_5  Volume_lag_5   VWAP_lag_5
627   110896.52  111034.10  111137.84  110820.00   21.097675  111018.1842 2025-05-22 10:27:00          1105  NaN    10      27          3    110898.31     22.841631  110920.7400    110876.99     14.001484  110890.7297    110940.18     21.424761  111011.6354    111055.27     26.984292  111004.7257    110991.84     18.279449  111060.8447
628   111152.79  111216.61  111249.86  111043.90   23.535420  111197.6132 2025-05-22 10:28:00           938  NaN    10      28          3    111034.10     21.097675  111018.1842    110898.31     22.841631  110920.7400    110876.99     14.001484  110890.7297    110940.18     21.424761  111011.6354    111055.27     26.984292  111004.7257
629   111216.61  111287.22  111344.83  111130.00   21.552382  111298.9040 2025-05-22 10:29:00           942  NaN    10      29          3    111216.61     23.535420  111197.6132    111034.10     21.097675  111018.1842    110898.31     22.841631  110920.7400    110876.99     14.001484  110890.7297    110940.18     21.424761  111011.6354
630   111291.74  111285.01  111423.46  111170.00   30.558038  111338.4418 2025-05-22 10:30:00          1270  NaN    10      30          3    111287.22     21.552382  111298.9040    111216.61     23.535420  111197.6132    111034.10     21.097675  111018.1842    110898.31     22.841631  110920.7400    110876.99     14.001484  110890.7297
631   111285.01  111197.67  111297.00  111030.00   23.375228  111190.9153 2025-05-22 10:31:00          1256  NaN    10      31          3    111285.01     30.558038  111338.4418    111287.22     21.552382  111298.9040    111216.61     23.535420  111197.6132    111034.10     21.097675  111018.1842    110898.31     22.841631  110920.7400
632   111170.60  111073.82  111287.43  111040.00   25.363261  111176.9868 2025-05-22 10:32:00          1337  NaN    10      32          3    111197.67     23.375228  111190.9153    111285.01     30.558038  111338.4418    111287.22     21.552382  111298.9040    111216.61     23.535420  111197.6132    111034.10     21.097675  111018.1842
633   111072.38  111267.19  111282.30  110960.00   23.604226  111117.2047 2025-05-22 10:33:00          1203  NaN    10      33          3    111073.82     25.363261  111176.9868    111197.67     23.375228  111190.9153    111285.01     30.558038  111338.4418    111287.22     21.552382  111298.9040    111216.61     23.535420  111197.6132
634   111267.19  111189.36  111346.26  111040.00   15.841660  111233.6352 2025-05-22 10:34:00          1021  NaN    10      34          3    111267.19     23.604226  111117.2047    111073.82     25.363261  111176.9868    111197.67     23.375228  111190.9153    111285.01     30.558038  111338.4418    111287.22     21.552382  111298.9040
635   111177.36  111179.83  111300.00  111080.00   16.193178  111231.4699 2025-05-22 10:35:00           743  NaN    10      35          3    111189.36     15.841660  111233.6352    111267.19     23.604226  111117.2047    111073.82     25.363261  111176.9868    111197.67     23.375228  111190.9153    111285.01     30.558038  111338.4418
636   111179.71  110916.44  111197.58  110880.00   14.696862  111053.6191 2025-05-22 10:36:00           857  NaN    10      36          3    111179.83     16.193178  111231.4699    111189.36     15.841660  111233.6352    111267.19     23.604226  111117.2047    111073.82     25.363261  111176.9868    111197.67     23.375228  111190.9153
637   110916.41  110779.50  110938.00  110690.00    6.578996  110806.2631 2025-05-22 10:37:00           616  NaN    10      37          3    110916.44     14.696862  111053.6191    111179.83     16.193178  111231.4699    111189.36     15.841660  111233.6352    111267.19     23.604226  111117.2047    111073.82     25.363261  111176.9868
638   110805.55  110831.76  110841.19  110680.00   14.490597  110796.9656 2025-05-22 10:38:00           579  NaN    10      38          3    110779.50      6.578996  110806.2631    110916.44     14.696862  111053.6191    111179.83     16.193178  111231.4699    111189.36     15.841660  111233.6352    111267.19     23.604226  111117.2047
