Open,Close,High,Low,Volume,VWAP,Timestamp,Transactions,OTC
106873.7,106883.67,106907.88,106810,1.9262179700000004,106887.762,2025-05-21T00:00:00,334,
106883.68,106820,106883.68,106740,6.547609700000003,106820.3294,2025-05-21T00:01:00,461,
106822.3,106860.21,106884.02,106740,2.9962149200000017,106854.4422,2025-05-21T00:02:00,242,
106870.86,106848.63,106870.86,106780,3.6290700099999986,106860.0028,2025-05-21T00:03:00,260,
106848.63,106912.81,106917.95,106780,6.639717209999993,106867.4249,2025-05-21T00:04:00,273,
106912.82,106999.99,107000,106800,3.3466535199999905,106928.926,2025-05-21T00:05:00,359,
107000,107058.77,107069.02,106900,1.7434250400000004,107027.7499,2025-05-21T00:06:00,211,
107047.18,106989.45,107047.19,106971.43,3.8672871299999954,107007.7469,2025-05-21T00:07:00,362,
106989.45,106967.4,107021.4,106953.7,1.1956052299999995,106977.1521,2025-05-21T00:08:00,259,
106995.39,106975.29,106995.4,106920,0.9629122499999988,106982.1557,2025-05-21T00:09:00,228,
106975.28,106969.3,106993.18,106953.6,1.2108927299999999,106979.646,2025-05-21T00:10:00,242,
106969.3,106919.49,106969.3,106890,2.9254121900000016,106937.5025,2025-05-21T00:11:00,376,
106919.48,106904.2,106953.7,106880,2.065031950000001,106907.8721,2025-05-21T00:12:00,253,
106904.2,106953.7,106953.7,106870,1.0336130099999994,106910.5449,2025-05-21T00:13:00,183,
106913.04,106918.59,106953.7,106870,0.8082805099999998,106915.1734,2025-05-21T00:14:00,151,
106918.6,106942.29,106951.86,106860,1.9679430199999997,106939.3291,2025-05-21T00:15:00,208,
106916.5,106946.08,106957.67,106870,0.8564081900000001,106945.5846,2025-05-21T00:16:00,153,
106939.2,106954.68,106960.48,106860,0.9001546300000006,106943.4964,2025-05-21T00:17:00,165,
106954.68,106966.57,106984.63,106870,1.33019156,106965.0559,2025-05-21T00:18:00,204,
106950.2,106963.67,106975.49,106950.1,1.3539457700000004,106967.7902,2025-05-21T00:19:00,121,
106960.49,106860,106963.89,106860,1.1103598100000007,106953.7122,2025-05-21T00:20:00,157,
106948.79,106947.93,106970.15,106946.49,0.8379330600000001,106956.3633,2025-05-21T00:21:00,160,
106947.94,106956.47,106990.37,106880,2.7638052600000003,106966.272,2025-05-21T00:22:00,218,
106951.2,106959.66,106970.26,106944.81,0.9763255600000005,106958.0954,2025-05-21T00:23:00,205,
106958.23,106958.64,106967,106870,0.8385144699999996,106961.0369,2025-05-21T00:24:00,170,
106959.62,106960.81,106970.29,106950.1,0.9306355699999994,106961.3165,2025-05-21T00:25:00,147,
106960.81,106954.66,106967.66,106870,1.94037825,106950.6903,2025-05-21T00:26:00,154,
106954.67,106859.19,106958.68,106840,4.226514990000004,106875.363,2025-05-21T00:27:00,371,
106859.2,106871.38,106911.4,106859.2,0.4742249200000001,106870.2599,2025-05-21T00:28:00,109,
106871.39,106868.19,106911.4,106861.46,1.6795481100000003,106877.7643,2025-05-21T00:29:00,181,
106868.19,106868.23,106911.4,106760,1.9065900399999995,106853.1177,2025-05-21T00:30:00,173,
106868.23,106860.69,106868.23,106840.81,1.3518959100000003,106852.9489,2025-05-21T00:31:00,178,
106860.69,106943.09,106953.07,106790,2.132054000000001,106883.7782,2025-05-21T00:32:00,257,
106902.2,107021.67,107021.68,106830,1.5326262600000014,106979.0786,2025-05-21T00:33:00,297,
107021.67,106995.66,107021.67,106890,3.151628669999997,106989.9845,2025-05-21T00:34:00,206,
106995.67,107042.22,107057.7,106900,1.5227828600000004,107019.9369,2025-05-21T00:35:00,162,
107042.21,107072.42,107072.42,106940,1.5503399299999991,107058.4486,2025-05-21T00:36:00,191,
107072.41,107150,107150,106950,7.1325991500000105,107092.678,2025-05-21T00:37:00,432,
107150,107224.2,107245.71,107030,23.643782010000027,107185.1079,2025-05-21T00:38:00,709,
107224.2,107577.58,107664.74,107130,219.13388657999988,107487.3837,2025-05-21T00:39:00,4447,
107569.65,107557.3,107666,107450,20.22803069000003,107577.6156,2025-05-21T00:40:00,790,
107563.91,107481.01,107599.99,107270,49.513382189999895,107449.9629,2025-05-21T00:41:00,1139,
107472.56,107580,107721.97,107404.8,20.380481489999998,107642.2151,2025-05-21T00:42:00,1034,
107667.24,107688.51,107748.04,107580,10.648004180000008,107668.3158,2025-05-21T00:43:00,658,
107688.51,107561.89,107719.33,107550.47,6.953692809999997,107663.5983,2025-05-21T00:44:00,579,
107563.93,107422.1,107628.5,107380,15.456531139999994,107476.67,2025-05-21T00:45:00,782,
107422.11,107494.77,107515.23,107330,3.5370554599999986,107429.7705,2025-05-21T00:46:00,387,
107504.01,107453.45,107603.22,107400,9.93735000000003,107536.8563,2025-05-21T00:47:00,506,
107453.26,107427.37,107495.7,107415.19,4.581408629999999,107442.7868,2025-05-21T00:48:00,366,
107430.02,107414.32,107464.25,107330,2.0749521499999974,107417.6286,2025-05-21T00:49:00,317,
107408.34,107332.58,107442.91,107280,4.1776324800000015,107385.9227,2025-05-21T00:50:00,470,
107400,107352.43,107432.84,107290,5.501185570000002,107371.2591,2025-05-21T00:51:00,374,
107356.53,107306.73,107396.98,107290,2.3899425799999996,107352.5125,2025-05-21T00:52:00,348,
107318.19,107312.32,107329.8,107260,13.13021442,107310.0618,2025-05-21T00:53:00,374,
107312.36,107307.95,107338.47,107306.34,1.7753887900000005,107322.105,2025-05-21T00:54:00,209,
107307.95,107287.72,107311.8,107260,1.4502143400000014,107294.7994,2025-05-21T00:55:00,246,
107287.71,107353.09,107374.9,107240,4.842207149999998,107334.5486,2025-05-21T00:56:00,277,
107353.3,107445.74,107464.25,107270,8.533768560000006,107420.7553,2025-05-21T00:57:00,444,
107445.73,107401.97,107454.27,107384.6,2.4489617099999963,107427.5499,2025-05-21T00:58:00,292,
107401.27,107300,107422.32,107300,1.9646678099999992,107390.6475,2025-05-21T00:59:00,372,
107372,107436.3,107436.3,107260,2.2578589599999983,107370.5175,2025-05-21T01:00:00,351,
107440.9,107562.93,107575.78,107350,4.793547289999998,107502.639,2025-05-21T01:01:00,482,
107563,107547.97,107563,107480,3.2410025500000015,107527.299,2025-05-21T01:02:00,374,
107545.67,107566.73,107607.68,107470,21.64870624000001,107535.8449,2025-05-21T01:03:00,709,
107566.72,107520.19,107584.18,107480,5.165410279999995,107534.9146,2025-05-21T01:04:00,391,
107520.19,107506.24,107545.83,107464.21,13.635685370000001,107497.5741,2025-05-21T01:05:00,543,
107519.29,107602.5,107615.29,107460,10.848477320000011,107558.1389,2025-05-21T01:06:00,626,
107607.14,107643.87,107667.52,107520,5.399449890000003,107597.6731,2025-05-21T01:07:00,453,
107643.87,107506.23,107644,107506.21,5.873366610000001,107587.4299,2025-05-21T01:08:00,502,
107506.22,107562.7,107562.7,107460,3.3814981000000004,107502.7402,2025-05-21T01:09:00,295,
107460,107498.48,107562.6,107408.35,6.229331510000002,107469.7106,2025-05-21T01:10:00,486,
107498.47,107611.51,107646.65,107466.6,7.058788680000005,107556.4094,2025-05-21T01:11:00,423,
107568.6,107633.11,107691.89,107540,7.990088959999996,107647.6829,2025-05-21T01:12:00,373,
107599.9,107573,107660.18,107496.23,6.416706830000002,107618.8254,2025-05-21T01:13:00,331,
107573,107476.81,107573.1,107456.63,8.84721498,107507.5961,2025-05-21T01:14:00,398,
107476.85,107564.54,107608.41,107450,2.3154551399999987,107533.1721,2025-05-21T01:15:00,270,
107565.22,107568.36,107614.62,107530,4.211788089999995,107589.8509,2025-05-21T01:16:00,302,
107576.13,107578.07,107592.25,107470,2.6552097599999978,107564.2504,2025-05-21T01:17:00,254,
107579.31,107593.91,107618.03,107520,3.8555145,107594.4946,2025-05-21T01:18:00,249,
107595.86,107664.53,107679.7,107540,4.510380129999996,107616.0842,2025-05-21T01:19:00,286,
107599.9,107689.01,107713.92,107599.9,2.9144533800000003,107675.8279,2025-05-21T01:20:00,342,
107689.14,107605.8,107689.14,107536.8,2.796119199999999,107616.6124,2025-05-21T01:21:00,334,
107547.98,107665.31,107665.31,107470,4.00318562,107567.5536,2025-05-21T01:22:00,394,
107659.37,107667.4,107699.85,107590,6.956314309999999,107663.3432,2025-05-21T01:23:00,420,
107667.55,107724.95,107724.99,107630,1.4913313900000005,107706.9894,2025-05-21T01:24:00,274,
107724.95,107724.02,107724.95,107640,3.279139039999999,107705.5119,2025-05-21T01:25:00,250,
107724.03,107727.25,107750,107630,4.1149829099999975,107736.0275,2025-05-21T01:26:00,299,
107728.33,107694.6,107745.31,107680,3.0080672799999983,107723.1064,2025-05-21T01:27:00,256,
107715.99,107570,107722.38,107570,11.265353000000005,107647.32,2025-05-21T01:28:00,371,
107623.02,107595.44,107658.41,107594.97,2.522347640000001,107626.3061,2025-05-21T01:29:00,228,
107628,107685.81,107717.61,107580,5.995502639999997,107646.5968,2025-05-21T01:30:00,327,
107678.98,107677.71,107708.23,107600,2.856167539999999,107681.0275,2025-05-21T01:31:00,187,
107677.7,107703.71,107724.8,107620,9.014922180000003,107680.2141,2025-05-21T01:32:00,281,
107697.74,107687.95,107723.18,107687.94,2.22119294,107703.7563,2025-05-21T01:33:00,170,
107687.96,107772,107779,107650,6.831538529999998,107743.8514,2025-05-21T01:34:00,436,
